metric_row_id,target_id,official_target_id,target_class,metric_name,metric_family,metric_input_contract,metric_status,candidate_pdb,native_path_required,chain_mapping_template_csv,expected_output_json,competitive_proof_eligible,blockers,next_action
13_06_molprobity,H1343,H1343,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_07_dockq,H1343,H1343,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_08_ics,H1343,H1343,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_09_ips,H1343,H1343,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_01_gdt_ts,H2312,H2312,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_02_lddt,H2312,H2312,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_03_tm_score,H2312,H2312,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_04_rmsd,H2312,H2312,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_05_gdt_ha,H2312,H2312,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_06_molprobity,H2312,H2312,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_07_dockq,H2312,H2312,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_08_ics,H2312,H2312,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
14_09_ips,H2312,H2312,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2312TS.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/native_dropzone/H2312_official_native.pdb,casp17/current_post_native_scoring_scaffold/14_h2312/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/14_h2312/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_01_gdt_ts,H2332,H1332,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_02_lddt,H2332,H1332,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_03_tm_score,H2332,H1332,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_04_rmsd,H2332,H1332,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_05_gdt_ha,H2332,H1332,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_06_molprobity,H2332,H1332,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_07_dockq,H2332,H1332,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_08_ics,H2332,H1332,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
15_09_ips,H2332,H1332,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2332TS.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/native_dropzone/H2332_official_native.pdb,casp17/current_post_native_scoring_scaffold/15_h2332/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/15_h2332/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_01_gdt_ts,H2338,H2338,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_02_lddt,H2338,H2338,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_03_tm_score,H2338,H2338,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_04_rmsd,H2338,H2338,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_05_gdt_ha,H2338,H2338,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_06_molprobity,H2338,H2338,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_07_dockq,H2338,H2338,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_08_ics,H2338,H2338,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
16_09_ips,H2338,H2338,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2338TS.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/native_dropzone/H2338_official_native.pdb,casp17/current_post_native_scoring_scaffold/16_h2338/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/16_h2338/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_01_gdt_ts,H2339,H2339,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_02_lddt,H2339,H2339,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_03_tm_score,H2339,H2339,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_04_rmsd,H2339,H2339,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_05_gdt_ha,H2339,H2339,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_06_molprobity,H2339,H2339,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_07_dockq,H2339,H2339,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_08_ics,H2339,H2339,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
17_09_ips,H2339,H2339,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H2339TS.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/native_dropzone/H2339_official_native.pdb,casp17/current_post_native_scoring_scaffold/17_h2339/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/17_h2339/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
18_01_gdt_ts,T1331,T1331,monomer_or_homomer,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T1331TS.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/native_dropzone/T1331_official_native.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/18_t1331/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
18_02_lddt,T1331,T1331,monomer_or_homomer,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T1331TS.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/native_dropzone/T1331_official_native.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/18_t1331/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
18_03_tm_score,T1331,T1331,monomer_or_homomer,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T1331TS.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/native_dropzone/T1331_official_native.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/18_t1331/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
18_04_rmsd,T1331,T1331,monomer_or_homomer,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T1331TS.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/native_dropzone/T1331_official_native.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/18_t1331/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
18_05_gdt_ha,T1331,T1331,monomer_or_homomer,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T1331TS.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/native_dropzone/T1331_official_native.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/18_t1331/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
18_06_molprobity,T1331,T1331,monomer_or_homomer,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T1331TS.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/native_dropzone/T1331_official_native.pdb,casp17/current_post_native_scoring_scaffold/18_t1331/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/18_t1331/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
19_01_gdt_ts,T2313,T2313,monomer_or_homomer,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T2313TS.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/native_dropzone/T2313_official_native.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/19_t2313/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
19_02_lddt,T2313,T2313,monomer_or_homomer,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T2313TS.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/native_dropzone/T2313_official_native.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/19_t2313/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
19_03_tm_score,T2313,T2313,monomer_or_homomer,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T2313TS.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/native_dropzone/T2313_official_native.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/19_t2313/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
19_04_rmsd,T2313,T2313,monomer_or_homomer,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T2313TS.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/native_dropzone/T2313_official_native.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/19_t2313/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
19_05_gdt_ha,T2313,T2313,monomer_or_homomer,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T2313TS.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/native_dropzone/T2313_official_native.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/19_t2313/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
19_06_molprobity,T2313,T2313,monomer_or_homomer,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/T2313TS.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/native_dropzone/T2313_official_native.pdb,casp17/current_post_native_scoring_scaffold/19_t2313/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/19_t2313/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
