atlas_protein_key,atlas_object_key,source_lane,target_id,target_group,protein_name,object_id,object_role,atlas_status,atlas_protein_folder,atlas_object_folder,atlas_protein_readme,atlas_protein_manifest,atlas_object_readme,atlas_object_manifest,source_protein_folder,source_object_folder,source_protein_readme,source_protein_manifest,source_object_readme,source_object_manifest,model_path,model_sha256,viewer_html,projection_svg,top5_manifest_csv,top5_manifest_sha256,escrow_md,native_status,competitive_proof_eligible,author_serialized,blockers,source_policy,submission_policy,claim_boundary
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_C,current_object_library,H2319,protein_complex,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_C,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_C/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_C/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/models/H2319_chain_C.pdb,,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/renders/H2319_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,massivefold_model1_candidate,massivefold_freeze_candidate,H2319,protein_complex,Human astrovirus VA1 capsid spike - antibody 7C8 complex,model1_candidate,model1_candidate,pass,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/object_manifest.json,casp17/massivefold_freeze_candidate_protein_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/massivefold_freeze_candidate_protein_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/model1_candidate,casp17/massivefold_freeze_candidate_protein_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/massivefold_freeze_candidate_protein_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/massivefold_freeze_candidate_protein_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/model1_candidate/README.md,casp17/massivefold_freeze_candidate_protein_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/model1_candidate/object_manifest.json,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/model.cif,ce010311c4b98e0ea57a93e6e8f237e2116ec256d105b6b9210453038ca6b56d,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/projection.svg,casp17/massivefold_representative_rerank/h2319/top5_manifest.csv,16acb497fef777299e19a8d6a6af9d0582bf9da961f37ac5cf532d071b07584c,casp17/massivefold_freeze_candidate_escrow/01_protein_complex_h2319/FREEZE_ESCROW.md,official_native_release_pending,false,false,,external_freeze_candidate_review_only_not_internal_prediction,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,current_chain_A,current_object_library,H2321,protein_complex,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_A,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_A/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_A/object_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/models/H2321_chain_A.pdb,,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/renders/H2321_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,current_chain_B,current_object_library,H2321,protein_complex,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_B,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_B/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_B/object_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/models/H2321_chain_B.pdb,,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/renders/H2321_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,current_chain_C,current_object_library,H2321,protein_complex,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_C,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_C/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_C/object_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/models/H2321_chain_C.pdb,,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/renders/H2321_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,massivefold_model1_candidate,massivefold_freeze_candidate,H2321,protein_complex,Human astrovirus VA1 capsid spike - antibody 2A2 complex,model1_candidate,model1_candidate,pass,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/massivefold_model1_candidate,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/massivefold_model1_candidate/README.md,casp17/casp17_3d_molecular_object_atlas/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/massivefold_model1_candidate/object_manifest.json,casp17/massivefold_freeze_candidate_protein_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/massivefold_freeze_candidate_protein_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/model1_candidate,casp17/massivefold_freeze_candidate_protein_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/massivefold_freeze_candidate_protein_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/massivefold_freeze_candidate_protein_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/model1_candidate/README.md,casp17/massivefold_freeze_candidate_protein_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/model1_candidate/object_manifest.json,casp17/massivefold_representative_viewers/h2321/selection_086_afm_dropout_full_v3_model_3/model.cif,df044d5a2534e1a04b77b374d92ef478f05580b631d48773eef515a3cc4d20dd,casp17/massivefold_representative_viewers/h2321/selection_086_afm_dropout_full_v3_model_3/viewer.html,casp17/massivefold_representative_viewers/h2321/selection_086_afm_dropout_full_v3_model_3/projection.svg,casp17/massivefold_representative_rerank/h2321/top5_manifest.csv,4493ff474ca2763249334105b22af03cb988ab239384f6b3948e51ba33ed9c2a,casp17/massivefold_freeze_candidate_escrow/02_protein_complex_h2321/FREEZE_ESCROW.md,official_native_release_pending,false,false,,external_freeze_candidate_review_only_not_internal_prediction,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,current_chain_A,current_object_library,H2332,protein_complex,Fab 047-09_1A02 binding influenza virus H1 HA,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_A,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_A/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_A/object_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/models/H2332_chain_A.pdb,,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/viewer.html,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/renders/H2332_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,current_chain_B,current_object_library,H2332,protein_complex,Fab 047-09_1A02 binding influenza virus H1 HA,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_B,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_B/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_B/object_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/models/H2332_chain_B.pdb,,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/viewer.html,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/renders/H2332_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,current_chain_C,current_object_library,H2332,protein_complex,Fab 047-09_1A02 binding influenza virus H1 HA,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_C,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_C/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_C/object_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/models/H2332_chain_C.pdb,,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/viewer.html,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/renders/H2332_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,current_chain_D,current_object_library,H2332,protein_complex,Fab 047-09_1A02 binding influenza virus H1 HA,chain_D,D,pass,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_D,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_D/README.md,casp17/casp17_3d_molecular_object_atlas/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/current_chain_D/object_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_D,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/protein_manifest.json,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_D/README.md,casp17/protein_object_library_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/chain_D/object_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/models/H2332_chain_D.pdb,,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/viewer.html,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/renders/H2332_chain_D_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2335_HCMV_Merlin_gHgLgO_Fab_complex,massivefold_model1_candidate,massivefold_freeze_candidate,H2335,protein_complex,HCMV Merlin gHgLgO-Fab complex,model1_candidate,model1_candidate,pass,casp17/casp17_3d_molecular_object_atlas/H2335_HCMV_Merlin_gHgLgO_Fab_complex,casp17/casp17_3d_molecular_object_atlas/H2335_HCMV_Merlin_gHgLgO_Fab_complex/massivefold_model1_candidate,casp17/casp17_3d_molecular_object_atlas/H2335_HCMV_Merlin_gHgLgO_Fab_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2335_HCMV_Merlin_gHgLgO_Fab_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2335_HCMV_Merlin_gHgLgO_Fab_complex/massivefold_model1_candidate/README.md,casp17/casp17_3d_molecular_object_atlas/H2335_HCMV_Merlin_gHgLgO_Fab_complex/massivefold_model1_candidate/object_manifest.json,casp17/massivefold_freeze_candidate_protein_library/H2335_HCMV_Merlin_gHgLgO_Fab_complex,casp17/massivefold_freeze_candidate_protein_library/H2335_HCMV_Merlin_gHgLgO_Fab_complex/model1_candidate,casp17/massivefold_freeze_candidate_protein_library/H2335_HCMV_Merlin_gHgLgO_Fab_complex/README.md,casp17/massivefold_freeze_candidate_protein_library/H2335_HCMV_Merlin_gHgLgO_Fab_complex/protein_manifest.json,casp17/massivefold_freeze_candidate_protein_library/H2335_HCMV_Merlin_gHgLgO_Fab_complex/model1_candidate/README.md,casp17/massivefold_freeze_candidate_protein_library/H2335_HCMV_Merlin_gHgLgO_Fab_complex/model1_candidate/object_manifest.json,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/model.cif,e4caeb2f2c8f7c9899e100654b007a6c37b42775842c6fe63372a9553df76b6f,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/viewer.html,casp17/massivefold_representative_viewers/h2335/selection_030_afm_basic_v1_model_7830/projection.svg,casp17/massivefold_representative_rerank/h2335/top5_manifest.csv,8a1abe67bef7ddf19c0b6d6045b1b44bb0b5b35e10a5c96e097e10e2375ae2c3,casp17/massivefold_freeze_candidate_escrow/03_protein_complex_h2335/FREEZE_ESCROW.md,official_native_release_pending,false,false,,external_freeze_candidate_review_only_not_internal_prediction,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
