dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,dropzone_class_folder,import_kind,source_path,drop_filename,proposed_value,expected_value_rule,evidence_ref,operator_clearance,operator_note
priority_008_REQUIRED_MONOMER_008,224,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_008_REQUIRED_MONOMER_008,225,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/recursive,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,226,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/scored,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,227,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/sidechain_scaffold,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,228,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/sidechain_repacked,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,229,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/sidechain_completed,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,230,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/steric_relaxed,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,231,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/rotamer_minimized,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,232,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/polar_refined,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,233,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/forcefield_minimized,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,234,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/files/ablation/statistical_rotamer,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_008_REQUIRED_MONOMER_008,235,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,integer 1..5,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_008_REQUIRED_MONOMER_008,236,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,integer 1..5,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_008_REQUIRED_MONOMER_008,237,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_008_REQUIRED_MONOMER_008,238,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_008_REQUIRED_MONOMER_008,239,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_008_REQUIRED_MONOMER_008,240,8,8,hist_REQUIRED_MONOMER_008,REQUIRED_MONOMER_008,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/row_fill.csv,casp17/competitive_floor_batch_current/priority_008_REQUIRED_MONOMER_008/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,241,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,242,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,target_identity,target_id,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,243,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,244,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,245,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,246,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,non-placeholder internal method identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,247,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,ISO date YYYY-MM-DD,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,248,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,ISO date YYYY-MM-DD,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,249,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,true,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,250,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,251,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,252,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,253,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,254,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,255,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/recursive,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,256,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/scored,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,257,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,sidechain_scaffold_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/sidechain_scaffold,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,258,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,sidechain_repacked_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/sidechain_repacked,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,259,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,sidechain_completed_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/sidechain_completed,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,260,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,steric_relaxed_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/steric_relaxed,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,261,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,rotamer_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/rotamer_minimized,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,262,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,polar_refined_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/polar_refined,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,263,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,forcefield_minimized_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/forcefield_minimized,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,264,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,ablation_file,statistical_rotamer_prediction_pdb,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/files/ablation/statistical_rotamer,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_009_REQUIRED_MONOMER_009,265,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,calibration,selected_model_rank,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/calibration,value,,,,integer 1..5,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,266,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,calibration,best_model_rank,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/calibration,value,,,,integer 1..5,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,267,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,calibration,selected_native_metric,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,268,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,calibration,best_native_metric,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,269,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,calibration,selected_score,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_009_REQUIRED_MONOMER_009,270,9,9,hist_REQUIRED_MONOMER_009,REQUIRED_MONOMER_009,monomer,calibration,best_score,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/row_fill.csv,casp17/competitive_floor_batch_current/priority_009_REQUIRED_MONOMER_009/evidence_dropzone/calibration,value,,,,finite numeric value,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,271,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,272,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,target_identity,target_id,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/target_identity,value,,,,cleared historical non-current identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,273,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_010_REQUIRED_MONOMER_010,274,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/files/core,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_010_REQUIRED_MONOMER_010,275,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,276,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,non-placeholder internal method identifier,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,277,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,ISO date YYYY-MM-DD,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,278,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,ISO date YYYY-MM-DD,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,279,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,true,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,280,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,281,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,other_team_model_used,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,282,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,post_release_information_used,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,283,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,current_casp17_target,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,false,,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,284,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,provenance,operator_clearance,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/provenance,value,,,,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,"fill proposed_value, evidence_ref, and operator_clearance"
priority_010_REQUIRED_MONOMER_010,285,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,recursive_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/files/ablation/recursive,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
priority_010_REQUIRED_MONOMER_010,286,10,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,ablation_file,scored_prediction_pdb,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/row_fill.csv,casp17/competitive_floor_batch_current/priority_010_REQUIRED_MONOMER_010/evidence_dropzone/files/ablation/scored,file,,,,non-placeholder cleared value,,,fill source_path with a cleared local historical PDB path; drop_filename is optional
