model_rank,model_id,target_id,group_id,model_number,pool_role,source_member,extracted_pdb,size_bytes,sha256_16,atom_count,ca_count,residue_count,chain_count,model1_candidate,top5_candidate,extra_model_candidate,model_status,blockers,claim_boundary,rule_id
191,T1212TS269_1,T1212,269,1,model1,T1212/T1212TS269_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS269_1.pdb,309066,8521c35577f18262,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
192,T1212TS269_2,T1212,269,2,top5,T1212/T1212TS269_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS269_2.pdb,309066,5604272f3d1e1477,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
193,T1212TS269_3,T1212,269,3,top5,T1212/T1212TS269_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS269_3.pdb,309066,f58655dc2deae013,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
194,T1212TS269_4,T1212,269,4,top5,T1212/T1212TS269_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS269_4.pdb,309066,e4914d2f500cb702,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
195,T1212TS269_5,T1212,269,5,top5,T1212/T1212TS269_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS269_5.pdb,309066,730d6f5c4827cf79,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
196,T1212TS272_1,T1212,272,1,model1,T1212/T1212TS272_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS272_1.pdb,308988,6cdc31818c4ca291,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
197,T1212TS272_2,T1212,272,2,top5,T1212/T1212TS272_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS272_2.pdb,308988,d1a5940516f4dcca,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
198,T1212TS272_3,T1212,272,3,top5,T1212/T1212TS272_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS272_3.pdb,308988,d2ade7872a321ae6,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
199,T1212TS272_4,T1212,272,4,top5,T1212/T1212TS272_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS272_4.pdb,308988,d0346ce5cb7da453,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
200,T1212TS272_5,T1212,272,5,top5,T1212/T1212TS272_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS272_5.pdb,308988,5a40d78792de34f5,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
201,T1212TS284_1,T1212,284,1,model1,T1212/T1212TS284_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS284_1.pdb,309154,20585a2bd4d37d90,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
202,T1212TS284_2,T1212,284,2,top5,T1212/T1212TS284_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS284_2.pdb,309154,82028aa67c66256f,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
203,T1212TS284_3,T1212,284,3,top5,T1212/T1212TS284_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS284_3.pdb,309154,c55a64b0d1a9c747,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
204,T1212TS284_4,T1212,284,4,top5,T1212/T1212TS284_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS284_4.pdb,309154,6127bc98c9172080,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
205,T1212TS284_5,T1212,284,5,top5,T1212/T1212TS284_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS284_5.pdb,309154,0a68c74d4e5a259d,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
206,T1212TS286_1,T1212,286,1,model1,T1212/T1212TS286_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS286_1.pdb,309066,a33dd17dfd326a40,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
207,T1212TS286_2,T1212,286,2,top5,T1212/T1212TS286_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS286_2.pdb,309066,1370008ef5cb47fd,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
208,T1212TS286_3,T1212,286,3,top5,T1212/T1212TS286_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS286_3.pdb,309066,002e5f7d2b276d42,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
209,T1212TS286_4,T1212,286,4,top5,T1212/T1212TS286_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS286_4.pdb,309066,d4ba8c9a017858bb,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
210,T1212TS286_5,T1212,286,5,top5,T1212/T1212TS286_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS286_5.pdb,309066,5b6291298afa3f62,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
211,T1212TS287_1,T1212,287,1,model1,T1212/T1212TS287_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS287_1.pdb,309150,ed4441413f850937,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
212,T1212TS287_2,T1212,287,2,top5,T1212/T1212TS287_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS287_2.pdb,309150,ba5eee5d8388b354,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
213,T1212TS287_3,T1212,287,3,top5,T1212/T1212TS287_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS287_3.pdb,309150,6cd1663cb158781d,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
214,T1212TS287_4,T1212,287,4,top5,T1212/T1212TS287_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS287_4.pdb,309150,d2d35b847a7c48ed,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
215,T1212TS287_5,T1212,287,5,top5,T1212/T1212TS287_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS287_5.pdb,309150,83dd9b8c1331c840,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
216,T1212TS293_1,T1212,293,1,model1,T1212/T1212TS293_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS293_1.pdb,309065,3dd52fa5a6b807e9,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
217,T1212TS293_2,T1212,293,2,top5,T1212/T1212TS293_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS293_2.pdb,308984,04d6a3dab52ecf87,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
218,T1212TS293_3,T1212,293,3,top5,T1212/T1212TS293_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS293_3.pdb,308984,c43f7a0dcce6b904,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
219,T1212TS293_4,T1212,293,4,top5,T1212/T1212TS293_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS293_4.pdb,308984,96d44db2a8913cbb,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
220,T1212TS293_5,T1212,293,5,top5,T1212/T1212TS293_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS293_5.pdb,308984,3f530dc197d7fec8,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
221,T1212TS294_1,T1212,294,1,model1,T1212/T1212TS294_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_1.pdb,309148,fc9986ffffef1e95,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
222,T1212TS294_2,T1212,294,2,top5,T1212/T1212TS294_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_2.pdb,309148,89e3425b66e242c9,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
223,T1212TS294_3,T1212,294,3,top5,T1212/T1212TS294_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_3.pdb,309148,03de167ad2325b41,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
224,T1212TS294_4,T1212,294,4,top5,T1212/T1212TS294_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_4.pdb,309148,70168579c9756fcb,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
225,T1212TS294_5,T1212,294,5,top5,T1212/T1212TS294_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS294_5.pdb,309148,e164ae01d5d284e5,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
226,T1212TS298_1,T1212,298,1,model1,T1212/T1212TS298_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_1.pdb,309066,f42aa8613098170b,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
227,T1212TS298_2,T1212,298,2,top5,T1212/T1212TS298_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_2.pdb,309066,acc8904dad55f47c,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
228,T1212TS298_3,T1212,298,3,top5,T1212/T1212TS298_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_3.pdb,309066,e768edb601ff3b0a,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
229,T1212TS298_4,T1212,298,4,top5,T1212/T1212TS298_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_4.pdb,309066,c863a297e43b1e40,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
230,T1212TS298_5,T1212,298,5,top5,T1212/T1212TS298_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS298_5.pdb,309066,b51313f6a5ac7d17,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
231,T1212TS301_1,T1212,301,1,model1,T1212/T1212TS301_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_1.pdb,309154,20585a2bd4d37d90,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
232,T1212TS301_2,T1212,301,2,top5,T1212/T1212TS301_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_2.pdb,309073,699b20b14594c27d,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
233,T1212TS301_3,T1212,301,3,top5,T1212/T1212TS301_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_3.pdb,309154,10f5ce14c4f58a84,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
234,T1212TS301_4,T1212,301,4,top5,T1212/T1212TS301_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_4.pdb,309154,e6377c265a04c31f,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
235,T1212TS301_5,T1212,301,5,top5,T1212/T1212TS301_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS301_5.pdb,309154,1caeab2025b4339e,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
236,T1212TS304_1,T1212,304,1,model1,T1212/T1212TS304_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_1.pdb,309144,357a138b10d457e1,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
237,T1212TS304_2,T1212,304,2,top5,T1212/T1212TS304_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_2.pdb,309144,58583fb2013a5806,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
238,T1212TS304_3,T1212,304,3,top5,T1212/T1212TS304_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_3.pdb,309144,6e502f7e15ea2cef,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
239,T1212TS304_4,T1212,304,4,top5,T1212/T1212TS304_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_4.pdb,309144,83c488b8590180c7,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
240,T1212TS304_5,T1212,304,5,top5,T1212/T1212TS304_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS304_5.pdb,309144,749a1f8078733291,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
241,T1212TS311_1,T1212,311,1,model1,T1212/T1212TS311_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS311_1.pdb,309144,2f235a10176b1aa8,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
242,T1212TS311_2,T1212,311,2,top5,T1212/T1212TS311_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS311_2.pdb,309144,4f6d2e15d5493199,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
243,T1212TS311_3,T1212,311,3,top5,T1212/T1212TS311_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS311_3.pdb,309144,f866d0182e998347,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
244,T1212TS311_4,T1212,311,4,top5,T1212/T1212TS311_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS311_4.pdb,309144,06b73387dc8a24ad,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
245,T1212TS311_5,T1212,311,5,top5,T1212/T1212TS311_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS311_5.pdb,309144,9af60c38268c649a,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
246,T1212TS312_1,T1212,312,1,model1,T1212/T1212TS312_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS312_1.pdb,309144,8438dbd3854ad937,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
